,concat_index,Player,Comb,Asst,Solo,Sck,season_year
1077,2,Mitch Wishnowsky,3,0,3,0.0,2021
1078,3,Jabari Zuniga,3,2,1,1.0,2021
1079,4,Freedom Akinmoladun,2,0,1,0.0,2021
1080,5,Josh Allen,2,0,2,0.0,2021
1081,6,Keenan Allen,2,0,2,0.0,2021
1082,7,Bradlee Anae,2,0,2,0.0,2021
1083,8,Abdullah Anderson,2,1,1,0.0,2021
1084,9,Daniel Archibong,2,2,0,0.0,2021
1085,10,Jeremiah Attaochu,2,1,1,0.0,2021
1086,11,Tavon Austin,2,0,2,0.0,2021
1087,12,Ben Banogu,2,1,1,0.0,2021
1088,13,John Bates,2,0,1,0.0,2021
1089,14,Odell Beckham Jr.,2,0,2,0.0,2021
1090,15,Vince Biegel,2,1,1,0.0,2021
1091,16,Khari Blasingame,2,0,2,0.0,2021
1092,17,C.J. Board,2,2,0,0.0,2021
1093,18,Mike Boone,2,1,1,0.0,2021
1094,19,Bradley Bozeman,2,0,2,0.0,2021
1095,20,Matt Breida,2,1,1,0.0,2021
1096,21,Aaron Brewer,2,0,0,0.0,2021
1097,22,Daniel Brown,2,1,1,0.0,2021
1098,23,Dyami Brown,2,1,1,0.0,2021
1099,24,Noah Brown,2,2,0,0.0,2021
1100,0,Brandin Bryant,2,0,2,0.0,2021
1101,1,Rex Burkhead,2,0,2,0.0,2021
1102,2,Joe Burrow,2,0,2,0.0,2021
1103,3,Elijah Campbell,2,0,1,0.0,2021
1104,4,DeAndre Carter,2,0,2,0.0,2021
1105,5,Tory Carter,2,0,1,0.0,2021
1106,6,Ezra Cleveland,2,0,2,0.0,2021
1107,7,Keelan Cole,2,0,2,0.0,2021
1108,8,Tevin Coleman,2,1,1,0.0,2021
1109,9,John Cominsky,2,0,2,0.0,2021
1110,10,Logan Cooke,2,1,1,0.0,2021
1111,11,Pharoh Cooper,2,2,0,0.0,2021
1112,12,Jabril Cox,2,0,1,0.0,2021
1113,13,Tyler Coyle,2,1,0,0.0,2021
1114,14,Jake Curhan,2,0,2,0.0,2021
1115,15,Andy Dalton,2,1,1,0.0,2021
1116,16,Javaris Davis,2,0,2,0.0,2021
1117,17,Noah Dawkins,2,1,1,0.0,2021
1118,18,Nate Ebner,2,0,1,0.0,2021
1119,19,Chase Edmonds,2,1,1,0.0,2021
1120,20,Emeke Egbule,2,1,1,0.0,2021
1121,21,Ben Ellefson,2,2,0,0.0,2021
1122,22,Mike Evans,2,0,2,0.0,2021
1123,23,George Fant,2,0,2,0.0,2021
1124,24,Noah Fant,2,0,2,0.0,2021
1125,0,Austin Faoliu,2,0,2,0.0,2021
1126,1,Kylie Fitts,2,0,1,0.0,2021
1127,2,Royce Freeman,2,0,1,0.0,2021
1128,3,Jake Funk,2,1,1,0.0,2021
1129,4,Jake Gervase,2,1,1,0.0,2021
1130,5,Mike Gesicki,2,0,2,0.0,2021
1131,6,Joe Giles-Harris,2,1,1,0.0,2021
1132,7,Kenny Golladay,2,0,2,0.0,2021
1133,8,Tay Gowan,2,1,0,0.0,2021
1134,9,Brandon Graham,2,0,2,0.0,2021
1135,10,Noah Gray,2,2,0,0.0,2021
1136,11,Kendrick Green,2,0,2,0.0,2021
1137,12,Garrett Griffin,2,1,1,0.0,2021
1138,13,Woodrow Hamilton,2,2,0,0.0,2021
1139,14,Damar Hamlin,2,0,1,0.0,2021
1140,15,Da'Shawn Hand,2,1,1,0.0,2021
1141,16,Mecole Hardman,2,0,2,0.0,2021
1142,17,Deonte Harty,2,0,2,0.0,2021
1143,18,Tim Harris,2,1,1,0.0,2021
1144,19,Thomas Hennessy,2,2,0,0.0,2021
1145,20,Taysom Hill,2,1,1,0.0,2021
1146,21,Tyreek Hill,2,0,2,0.0,2021
1147,22,T.J. Hockenson,2,0,2,0.0,2021
1148,23,Jacob Hollister,2,1,1,0.0,2021
1149,24,Austin Hooper,2,0,2,0.0,2021
1150,0,Jesper Horsted,2,1,1,0.0,2021
1151,1,Buddy Howell,2,0,2,0.0,2021
1152,2,Adam Humphries,2,1,0,0.0,2021
1153,3,Maurice Hurst,2,0,0,0.0,2021
1154,4,Mark Ingram,2,0,2,0.0,2021
1155,5,Andy Isabella,2,1,1,0.0,2021
1156,6,Mike Jackson,2,1,1,0.0,2021
1157,7,Austin Jackson,2,1,1,0.0,2021
1158,8,DeSean Jackson,2,1,1,0.0,2021
1159,9,Jonah Jackson,2,0,2,0.0,2021
1160,10,Andy Janovich,2,0,2,0.0,2021
1161,11,Elgton Jenkins,2,0,2,0.0,2021
1162,12,Ryan Jensen,2,0,2,0.0,2021
1163,13,Buddy Johnson,2,0,2,0.0,2021
1164,14,Jakob Johnson,2,1,1,0.0,2021
1165,15,Tyron Johnson,2,0,2,0.0,2021
1166,16,Mac Jones,2,1,1,0.0,2021
1167,17,Julio Jones,2,0,2,0.0,2021
1168,18,Mike Jordan,2,0,2,0.0,2021
1169,19,Karl Joseph,2,1,1,0.0,2021
1170,20,George Kittle,2,0,2,0.0,2021
1171,21,Dawson Knox,2,0,2,0.0,2021
1172,22,Christian Kuntz,2,0,2,0.0,2021
1173,23,CeeDee Lamb,2,0,2,0.0,2021
1174,24,Trevor Lawrence,2,0,2,0.0,2021
1175,0,Allen Lazard,2,0,2,0.0,2021
1176,1,Brandon Linder,2,1,1,0.0,2021
1177,2,Rick Lovato,2,0,2,0.0,2021
1178,3,Jordan Mailata,2,2,0,0.0,2021
1179,4,Ali Marpet,2,1,1,0.0,2021
1180,5,Jonathan Marshall,2,1,1,0.0,2021
1181,6,Kamal Martin,2,0,2,0.0,2021
1182,7,Ross Matiscik,2,0,2,0.0,2021
1183,8,Ray-Ray McCloud,2,0,2,0.0,2021
1184,9,Isaiah McDuffie,2,2,0,0.0,2021
1185,10,Jakobi Meyers,2,0,2,0.0,2021
1186,11,Scott Miller,2,0,2,0.0,2021
1187,12,Jimmy Moreland,2,2,0,0.0,2021
1188,13,Gabe Nabers,2,1,1,0.0,2021
1189,14,Ryan Nall,2,0,2,0.0,2021
1190,15,Dazz Newsome,2,1,1,0.0,2021
1191,16,Lucas Niang,2,0,2,0.0,2021
1192,17,Hardy Nickerson,2,0,2,0.0,2021
1193,18,David Njoku,2,0,2,0.0,2021
1194,19,Mark Nzeocha,2,1,1,0.0,2021
1195,20,Qadree Ollison,2,1,1,0.0,2021
1196,21,K.J. Osborn,2,0,2,0.0,2021
1197,22,Matt Overton,2,0,2,0.0,2021
1198,23,Josh Palmer,2,0,2,0.0,2021
1199,24,DeVante Parker,2,0,2,0.0,2021
1200,0,Zach Pascal,2,0,1,0.0,2021
1201,1,Donovan Peoples-Jones,2,0,2,0.0,2021
1202,2,Michael Pittman,2,1,1,0.0,2021
1203,3,MyCole Pruitt,2,2,0,0.0,2021
1204,4,David Quessenberry,2,0,2,0.0,2021
1205,5,Riley Reiff,2,1,1,0.0,2021
1206,6,Hunter Renfrow,2,0,2,0.0,2021
1207,7,Sammis Reyes,2,2,0,0.0,2021
1208,8,Josh Reynolds,2,0,2,0.0,2021
1209,9,Jordan Richards,2,2,0,0.0,2021
1210,10,Chauncey Rivers,2,0,2,0.0,2021
1211,11,Allen Robinson,2,0,2,0.0,2021
1212,12,Richard Rodgers,2,0,2,0.0,2021
1213,13,Larry Rountree III,2,2,0,0.0,2021
1214,14,Drew Sample,2,1,1,0.0,2021
1215,15,Eric Saubert,2,0,2,0.0,2021
1216,16,Anthony Schwartz,2,0,2,0.0,2021
1217,17,Boston Scott,2,1,1,0.0,2021
1218,18,Trey Sermon,2,1,0,0.0,2021
1219,19,Laviska Shenault Jr.,2,0,2,0.0,2021
1220,20,Joey Slye,2,1,1,0.0,2021
1221,21,Kaden Smith,2,0,2,0.0,2021
1222,22,DeVonta Smith,2,0,2,0.0,2021
1223,23,Durham Smythe,2,1,1,0.0,2021
1224,24,Nate Solder,2,0,2,0.0,2021
1225,0,Jeremy Sprinkle,2,0,2,0.0,2021
1226,1,Luke Stocker,2,0,2,0.0,2021
1227,2,Jack Stoll,2,1,1,0.0,2021
1228,3,Malik Taylor,2,1,0,0.0,2021
1229,4,Vincent Taylor,2,1,1,0.0,2021
1230,5,Noah Togiai,2,1,1,0.0,2021
1231,6,Laquon Treadwell,2,1,1,0.0,2021
1232,7,Jay Tufele,2,1,1,0.0,2021
1233,8,Kary Vincent Jr.,2,0,2,0.0,2021
1234,9,Tress Way,2,0,2,0.0,2021
1235,10,Rashad Weaver,2,2,0,0.0,2021
1236,11,Jon Weeks,2,1,1,0.0,2021
1237,12,Trayveon Williams,2,1,1,0.0,2021
1238,13,Jonathan Williams,2,1,1,0.0,2021
1239,14,Raequan Williams,2,1,1,0.0,2021
1240,15,Jomal Wiltz,2,0,1,0.0,2021
1241,16,Brock Wright,2,1,1,0.0,2021
1242,17,Kevin Zeitler,2,2,0,0.0,2021
1243,18,Davante Adams,1,0,1,0.0,2021
1244,19,Nelson Agholor,1,0,1,0.0,2021
1245,20,Salvon Ahmed,1,0,1,0.0,2021
1246,21,Landen Akers,1,1,0,0.0,2021
1247,22,Jordan Akins,1,0,1,0.0,2021
1248,23,Danny Amendola,1,0,1,0.0,2021
1249,24,Robbie Anderson,1,0,1,0.0,2021
1250,0,Zayne Anderson,1,0,1,0.0,2021
1251,1,Terron Armstead,1,0,1,0.0,2021
1252,2,Grayland Arnold,1,1,0,0.0,2021
1253,3,Antony Auclair,1,0,1,0.0,2021
1254,4,Alex Bachman,1,0,1,0.0,2021
1255,5,Kawaan Baker,1,0,1,0.0,2021
1256,6,Kalen Ballage,1,0,1,0.0,2021
1257,7,Eric Banks,1,1,0,0.0,2021
1258,8,Tyler Bass,1,0,1,0.0,2021
1259,9,Essang Bassey,1,0,1,0.0,2021
1260,10,Sam Beal,1,0,1,0.0,2021
1261,11,Andrew Beck,1,0,1,0.0,2021
1262,12,Eno Benjamin,1,1,0,0.0,2021
1263,13,Travis Benjamin,1,0,1,0.0,2021
1264,14,Trinity Benson,1,0,1,0.0,2021
1265,15,Giovani Bernard,1,0,1,0.0,2021
1266,16,Andrew Billings,1,1,0,0.0,2021
1267,17,Amani Bledsoe,1,0,1,0.0,2021
1268,18,Ike Boettger,1,0,1,0.0,2021
1269,19,Corey Bojorquez,1,0,1,0.0,2021
1270,20,Tyler Boyd,1,0,1,0.0,2021
1271,21,Garrett Bradbury,1,1,0,0.0,2021
1272,22,Cameron Brate,1,0,1,0.0,2021
1273,23,Justin Britt,1,0,1,0.0,2021
1274,24,Andrew Brown,1,0,0,0.0,2021
1275,0,Marquise Brown,1,0,1,0.0,2021
1276,1,Pharaoh Brown,1,0,1,0.0,2021
1277,2,Spencer Brown,1,0,1,0.0,2021
1278,3,Bobby Brown III,1,1,0,0.0,2021
1279,4,Yodny Cajuste,1,0,1,0.0,2021
1280,5,Joe Cardona,1,0,1,0.0,2021
1281,6,Michael Carter,1,1,0,0.0,2021
1282,7,Joseph Charlton,1,0,1,0.0,2021
1283,8,Brady Christensen,1,0,1,0.0,2021
1284,9,Geron Christian,1,0,1,0.0,2021
1285,10,Cole Christiansen,1,0,1,0.0,2021
1286,11,Nick Chubb,1,0,1,0.0,2021
1287,12,Matt Cole,1,1,0,0.0,2021
1288,13,AJ Cole,1,0,1,0.0,2021
1289,14,La'el Collins,1,0,1,0.0,2021
1290,15,Nico Collins,1,0,1,0.0,2021
1291,16,Trystan Colon,1,0,1,0.0,2021
1292,17,Tom Compton,1,0,1,0.0,2021
1293,18,Will Compton,1,1,0,0.0,2021
1294,19,Jack Conklin,1,0,1,0.0,2021
1295,20,Chris Conley,1,1,0,0.0,2021
1296,21,James Conner,1,0,1,0.0,2021
1297,22,Jared Cook,1,0,1,0.0,2021
1298,23,Brandin Cooks,1,0,1,0.0,2021
1299,24,Doug Costin,1,0,0,0.0,2021
1300,0,Kirk Cousins,1,0,1,0.0,2021
1301,1,Morgan Cox,1,0,0,0.0,2021
1302,2,Mason Crosby,1,0,1,0.0,2021
1303,3,Jamison Crowder,1,0,1,0.0,2021
1304,4,Dennis Daley,1,1,0,0.0,2021
1305,5,Scott Daly,1,1,0,0.0,2021
1306,6,James Daniels,1,0,1,0.0,2021
1307,7,Frank Darby,1,1,0,0.0,2021
1308,8,Julie'n Davenport,1,0,1,0.0,2021
1309,9,Gabe Davis,1,0,1,0.0,2021
1310,10,Nate Davis,1,0,1,0.0,2021
1311,11,Mike Davis,1,0,1,0.0,2021
1312,12,Shawn Davis,1,1,0,0.0,2021
1313,13,Dion Dawkins,1,0,1,0.0,2021
1314,14,Josiah Deguara,1,0,1,0.0,2021
1315,15,AJ Dillon,1,0,1,0.0,2021
1316,16,Will Dissly,1,0,1,0.0,2021
1317,17,Riley Dixon,1,0,1,0.0,2021
1318,18,Phillip Dorsett,1,1,0,0.0,2021
1319,19,Greg Dortch,1,0,1,0.0,2021
1320,20,Ross Dwelley,1,0,1,0.0,2021
1321,21,Bryan Edwards,1,1,0,0.0,2021
1322,22,David Edwards,1,0,1,0.0,2021
1323,23,Pat Elflein,1,0,1,0.0,2021
1324,24,Emmanuel Ellerbee,1,0,1,0.0,2021
1325,0,Ezekiel Elliott,1,0,1,0.0,2021
1326,1,Evan Engram,1,0,1,0.0,2021
1327,2,Alex Erickson,1,0,1,0.0,2021
1328,3,Dorian Etheridge,1,1,0,0.0,2021
1329,4,Matt Feiler,1,0,1,0.0,2021
1330,5,Reid Ferguson,1,0,0,0.0,2021
1331,6,Anthony Firkser,1,0,1,0.0,2021
1332,7,Dez Fitzpatrick,1,0,1,0.0,2021
1333,8,Cody Ford,1,0,1,0.0,2021
1334,9,Isaiah Ford,1,0,1,0.0,2021
1335,10,Miller Forristall,1,1,0,0.0,2021
1336,11,Daurice Fountain,1,0,1,0.0,2021
1337,12,Leonard Fournette,1,1,0,0.0,2021
1338,13,Devonta Freeman,1,0,1,0.0,2021
1339,14,Pat Freiermuth,1,0,1,0.0,2021
1340,15,Maurice Ffrench,1,1,0,0.0,2021
1341,16,Russell Gage,1,0,1,0.0,2021
1342,17,Innis Gaines,1,1,0,0.0,2021
1343,18,Matt Gay,1,0,1,0.0,2021
1344,19,Zach Gentry,1,0,1,0.0,2021
1345,20,Antonio Gibson,1,0,1,0.0,2021
1346,21,Blake Gillikin,1,0,1,0.0,2021
1347,22,Graham Glasgow,1,1,0,0.0,2021
1348,23,Mike Glennon,1,0,1,0.0,2021
1349,24,Mark Glowinski,1,0,1,0.0,2021
1350,0,Chris Godwin,1,0,1,0.0,2021
1351,1,Zane Gonzalez,1,0,1,0.0,2021
1352,2,Marquise Goodwin,1,1,0,0.0,2021
1353,3,Derrick Gore,1,1,0,0.0,2021
1354,4,Jimmy Graham,1,0,1,0.0,2021
1355,5,Jakeem Grant,1,0,1,0.0,2021
1356,6,A.J. Green,1,0,1,0.0,2021
1357,7,Joe Haeg,1,0,1,0.0,2021
1358,8,Lirim Hajrullahu,1,0,1,0.0,2021
1359,9,C.J. Ham,1,1,0,0.0,2021
1360,10,Chase Hansen,1,1,0,0.0,2021
1361,11,Clark Harris,1,1,0,0.0,2021
1362,12,Darius Harris,1,0,1,0.0,2021
1363,13,Nick Harris,1,0,1,0.0,2021
1364,14,Willie Harvey,1,0,1,0.0,2021
1365,15,Pressley Harvin III,1,0,1,0.0,2021
1366,16,Rob Havenstein,1,0,1,0.0,2021
1367,17,Jack Heflin,1,1,0,0.0,2021
1368,18,Taylor Heinicke,1,0,1,0.0,2021
1369,19,Daniel Helm,1,0,1,0.0,2021
1370,20,Justin Herbert,1,0,1,0.0,2021
1371,21,Frank Herron,1,0,1,0.0,2021
1372,22,Gavin Heslop,1,0,1,0.0,2021
1373,23,Brian Hill,1,1,0,0.0,2021
1374,24,Kylin Hill,1,0,1,0.0,2021
1375,0,Kendall Hinton,1,0,1,0.0,2021
1376,1,Sterling Hofrichter,1,0,1,0.0,2021
1377,2,Chris Hogan,1,0,1,0.0,2021
1378,3,Jordan Howard,1,0,1,0.0,2021
1379,4,Chuba Hubbard,1,0,1,0.0,2021
1380,5,Rodney Hudson,1,0,1,0.0,2021
1381,6,Creed Humphrey,1,0,1,0.0,2021
1382,7,Lil'Jordan Humphrey,1,0,1,0.0,2021
1383,8,Hayden Hurst,1,0,1,0.0,2021
1384,9,Keith Ismael,1,1,0,0.0,2021
1385,10,Lamar Jackson,1,0,1,0.0,2021
1386,11,Josh Jacobs,1,0,1,0.0,2021
1387,12,Jesse James,1,0,1,0.0,2021
1388,13,J.J. Jansen,1,1,0,0.0,2021
1389,14,Blake Jarwin,1,0,1,0.0,2021
1390,15,Van Jefferson,1,0,1,0.0,2021
1391,16,Jauan Jennings,1,0,1,0.0,2021
1392,17,Josh Johnson,1,0,1,0.0,2021
1393,18,Darryl Johnson,1,1,0,0.0,2021
1394,19,Diontae Johnson,1,0,1,0.0,2021
1395,20,Collin Johnson,1,1,0,0.0,2021
1396,21,David Johnson,1,0,1,0.0,2021
1397,22,D'Ernest Johnson,1,1,0,0.0,2021
1398,23,Josh Johnson,1,0,1,0.0,2021
1399,24,Juwan Johnson,1,1,0,0.0,2021
1400,0,Marcus Johnson,1,0,0,0.0,2021
1401,1,Tyler Johnson,1,0,1,0.0,2021
1402,2,Marvin Jones,1,0,1,0.0,2021
1403,3,Brevin Jordan,1,1,0,0.0,2021
1404,4,Lamarcus Joyner,1,0,1,0.0,2021
1405,5,Alvin Kamara,1,0,1,0.0,2021
1406,6,Travis Kelce,1,0,1,0.0,2021
1407,7,Bopete Keyes,1,0,1,0.0,2021
1408,8,Cole Kmet,1,0,1,0.0,2021
1409,9,Cooper Kupp,1,0,1,0.0,2021
1410,10,Jarvis Landry,1,0,1,0.0,2021
1411,11,Justin Lawler,1,1,0,0.0,2021
1412,12,Alex Leatherwood,1,1,0,0.0,2021
1413,13,Chris Lindstrom,1,0,1,0.0,2021
1414,14,Corey Linsley,1,0,1,0.0,2021
1415,15,Drew Lock,1,0,1,0.0,2021
1416,16,Tyler Lockett,1,0,1,0.0,2021
1417,17,Cornelius Lucas,1,0,1,0.0,2021
1418,18,Patrick Mahomes,1,0,1,0.0,2021
1419,19,Greg Mancz,1,0,1,0.0,2021
1420,20,Wes Martin,1,0,1,0.0,2021
1421,21,Bobby Massie,1,1,0,0.0,2021
1422,22,Jake Matthews,1,0,1,0.0,2021
1423,23,Christian McCaffrey,1,0,1,0.0,2021
1424,24,Colt McCoy,1,0,1,0.0,2021
1425,0,KC McDermott,1,0,1,0.0,2021
1426,1,T.Y. McGill,1,1,0,0.0,2021
1427,2,Mike McGlinchey,1,0,1,0.0,2021
1428,3,Isaiah McKenzie,1,0,1,0.0,2021
1429,4,Sean McKeon,1,1,0,0.0,2021
1430,5,J.D. McKissic,1,0,1,0.0,2021
1431,6,Tre' McKitty,1,0,1,0.0,2021
1432,7,Brandon McManus,1,0,1,0.0,2021
1433,8,Jake McQuaide,1,1,0,0.0,2021
1434,9,Torry McTyer,1,0,1,0.0,2021
1435,10,Patrick Mekari,1,0,1,0.0,2021
1436,11,DK Metcalf,1,0,1,0.0,2021
1437,12,Sony Michel,1,0,1,0.0,2021
1438,13,Jaydon Mickens,1,0,1,0.0,2021
1439,14,Joe Mixon,1,1,0,0.0,2021
1440,15,David Montgomery,1,1,0,0.0,2021
1441,16,D.J. Montgomery,1,1,0,0.0,2021
1442,17,Rondale Moore,1,0,1,0.0,2021
1443,18,Zack Moss,1,0,1,0.0,2021
1444,19,Taylor Moton,1,1,0,0.0,2021
1445,20,Johnny Mundt,1,0,1,0.0,2021
1446,21,Justin Murray,1,0,1,0.0,2021
1447,22,Latavius Murray,1,1,0,0.0,2021
1448,23,Sam Mustipher,1,0,1,0.0,2021
1449,24,Josh Myers,1,0,1,0.0,2021
1450,0,Quenton Nelson,1,0,0,0.0,2021
1451,1,Parry Nickerson,1,0,1,0.0,2021
1452,2,Storm Norton,1,0,1,0.0,2021
1453,3,Pat O'Donnell,1,0,1,0.0,2021
1454,4,Brian O'Neill,1,0,0,0.0,2021
1455,5,Matthew Orzech,1,0,1,0.0,2021
1456,6,James O'Shaughnessy,1,0,1,0.0,2021
1457,7,Matt Paradis,1,1,0,0.0,2021
1458,8,Cordarrelle Patterson,1,1,0,0.0,2021
1459,9,Riley Patterson,1,0,1,0.0,2021
1460,10,Jason Peters,1,0,1,0.0,2021
1461,11,Dante Pettis,1,0,1,0.0,2021
1462,12,Benning Potoa'e,1,1,0,0.0,2021
1463,13,Adam Prentice,1,0,1,0.0,2021
1464,14,Dak Prescott,1,0,1,0.0,2021
1465,15,Billy Price,1,0,1,0.0,2021
1466,16,Byron Pringle,1,0,1,0.0,2021
1467,17,Justin Pugh,1,0,1,0.0,2021
1468,18,Dillon Radunz,1,0,1,0.0,2021
1469,19,Nick Ralston,1,1,0,0.0,2021
1470,20,Hamilcar Rashed Jr.,1,1,0,0.0,2021
1471,21,Craig Reynolds,1,0,1,0.0,2021
1472,22,LaRoy Reynolds,1,0,1,0.0,2021
1473,23,Calvin Ridley,1,0,1,0.0,2021
1474,24,Edmond Robinson,1,1,0,0.0,2021
1475,0,KeiVarae Russell,1,0,1,0.0,2021
1476,1,Curtis Samuel,1,0,1,0.0,2021
1477,2,Deebo Samuel,1,0,1,0.0,2021
1478,3,Emmanuel Sanders,1,0,1,0.0,2021
1479,4,Mohamed Sanu,1,0,1,0.0,2021
1480,5,Brandon Scherff,1,0,1,0.0,2021
1481,6,Dalton Schultz,1,0,1,0.0,2021
1482,7,Trent Scott,1,0,1,0.0,2021
1483,8,Vernon Scott,1,0,0,0.0,2021
1484,9,Tajae Sharpe,1,0,1,0.0,2021
1485,10,Jabaal Sheard,1,1,0,0.0,2021
1486,11,Trent Sieg,1,0,1,0.0,2021
1487,12,Devin Singletary,1,0,1,0.0,2021
1488,13,Saivion Smith,1,0,1,0.0,2021
1489,14,Jeff Smith,1,0,1,0.0,2021
1490,15,Jordan Smith,1,0,1,0.0,2021
1491,16,Lee Smith,1,0,1,0.0,2021
1492,17,Rodney Smith,1,1,0,0.0,2021
1493,18,Sutton Smith,1,0,1,0.0,2021
1494,19,Shi Smith,1,0,1,0.0,2021
1495,20,Trey Smith,1,0,1,0.0,2021
1496,21,Tyron Smith,1,0,1,0.0,2021
1497,22,Za'Darius Smith,1,0,1,0.0,2021
1498,23,Quinton Spain,1,0,1,0.0,2021
1499,24,Akeem Spence,1,1,0,0.0,2021
1500,0,Marquiss Spencer,1,1,0,0.0,2021
1501,1,Amon-Ra St. Brown,1,0,1,0.0,2021
1502,2,Terence Steele,1,0,1,0.0,2021
1503,3,Dillon Stoner,1,0,1,0.0,2021
1504,4,Tua Tagovailoa,1,1,0,0.0,2021
1505,5,Auden Tate,1,0,1,0.0,2021
1506,6,J.J. Taylor,1,0,1,0.0,2021
1507,7,Patrick Taylor,1,0,1,0.0,2021
1508,8,Ian Thomas,1,0,1,0.0,2021
1509,9,Kiondre Thomas,1,1,0,0.0,2021
1510,10,Cody Thompson,1,1,0,0.0,2021
1511,11,Colin Thompson,1,0,1,0.0,2021
1512,12,Nick Thurman,1,0,0,0.0,2021
1513,13,Carson Tinker,1,1,0,0.0,2021
1514,14,Johnny Townsend,1,0,1,0.0,2021
1515,15,Adam Trautman,1,0,1,0.0,2021
1516,16,Trai Turner,1,0,1,0.0,2021
1517,17,Halapoulivaati Vaitai,1,0,1,0.0,2021
1518,18,Greg Van Roten,1,0,1,0.0,2021
1519,19,Alijah Vera-Tucker,1,0,1,0.0,2021
1520,20,Tristan Vizcaino,1,0,1,0.0,2021
1521,21,Barrington Wade,1,1,0,0.0,2021
1522,22,Shaun Wade,1,1,0,0.0,2021
1523,23,PJ Walker,1,1,0,0.0,2021
1524,24,Darren Waller,1,0,1,0.0,2021
1525,0,Nigel Warrior,1,0,1,0.0,2021
1526,1,Ar'Darius Washington,1,1,0,0.0,2021
1527,2,Brandon Rusnak,1,0,1,0.0,2021
1528,3,Curtis Weaver,1,1,0,0.0,2021
1529,4,Dede Westbrook,1,0,1,0.0,2021
1530,5,Ethan Westbrooks,1,0,1,0.0,2021
1531,6,Cody Whitehair,1,0,1,0.0,2021
1532,7,Tahir Whitehead,1,1,0,0.0,2021
1533,8,Jordan Wilkins,1,0,1,0.0,2021
1534,9,Javonte Williams,1,0,1,0.0,2021
1535,10,Maxx Williams,1,1,0,0.0,2021
1536,11,Rodarius Williams,1,0,1,0.0,2021
1537,12,Trent Williams,1,0,1,0.0,2021
1538,13,Xavier Williams,1,1,0,0.0,2021
1539,14,Ced Wilson,1,0,1,0.0,2021
1540,15,Jeff Wilson,1,0,1,0.0,2021
1541,16,Zach Wilson,1,0,1,0.0,2021
1542,17,Jameis Winston,1,0,1,0.0,2021
1543,18,Tristan Wirfs,1,0,1,0.0,2021
1544,19,Steven Wirtel,1,0,1,0.0,2021
1545,20,Robert Woods,1,0,1,0.0,2021
1546,21,Renell Wren,1,1,0,0.0,2021
1547,22,Isaiah Wynn,1,0,1,0.0,2021
1548,23,Kenny Yeboah,1,0,1,0.0,2021
1549,24,Demone Harris,0,0,0,0.0,2021
1550,0,,0,0,0,0.0,2021
1551,1,,0,0,0,0.0,2021
1552,2,,0,0,0,0.0,2021
1553,3,,0,0,0,0.0,2021
1554,0,Foye Oluokun,184,56,97,2.0,2022
1555,1,Nick Bolton,180,72,99,2.0,2022
1556,2,Roquan Smith,169,66,84,4.5,2022
1557,3,Zaire Franklin,167,65,83,3.0,2022
1558,4,Alex Singleton,163,63,77,0.0,2022
1559,5,Jordyn Brooks,161,58,85,1.0,2022
1560,6,T.J. Edwards,159,60,83,2.0,2022
1561,7,Rashaan Evans,159,73,60,2.0,2022
1562,8,C.J. Mosley,158,59,76,1.0,2022
1563,9,Bobby Okereke,151,52,85,0.0,2022
1564,10,Jalen Pitre,147,48,83,1.0,2022
1565,11,Drue Tranquill,146,51,75,5.0,2022
1566,12,Bobby Wagner,140,59,65,6.0,2022
1567,13,Eric Kendricks,137,50,74,1.0,2022
1568,14,Cody Barton,136,52,71,2.0,2022
1569,15,Shaq Thompson,135,57,66,0.5,2022
1570,16,Fred Warner,130,51,67,2.0,2022
1571,17,Jordan Hicks,129,43,69,3.0,2022
1572,18,Josey Jewell,128,58,61,2.5,2022
1573,19,Dre Greenlaw,127,45,64,0.0,2022
1574,20,Alex Anzalone,125,48,50,1.5,2022
1575,21,Ja'Whaun Bentley,125,63,49,3.0,2022
1576,22,Jonathan Owens,125,41,70,1.0,2022
1577,23,Lavonte David,124,44,72,3.0,2022
1578,24,Christian Kirksey,124,42,66,3.0,2022
1579,0,Julian Love,124,45,67,1.0,2022
1580,1,Devin White,124,51,59,5.5,2022
1581,2,Richie Grant,123,53,64,0.0,2022
1582,3,Logan Wilson,123,40,71,2.5,2022
1583,4,Quay Walker,121,46,66,1.5,2022
1584,5,Patrick Queen,117,38,66,5.0,2022
1585,6,Rayshawn Jenkins,116,43,66,1.0,2022
1586,7,Nicholas Morrow,116,33,62,0.0,2022
1587,8,Derwin James,115,51,58,4.0,2022
1588,9,Devin Lloyd,115,56,52,0.0,2022
1589,10,Ernest Jones,114,48,52,0.0,2022
1590,11,Budda Baker,111,36,60,0.0,2022
1591,12,Frankie Luvu,111,34,65,7.0,2022
1592,13,Jalen Thompson,110,31,61,0.0,2022
1593,14,Kyzir White,110,44,61,1.5,2022
1594,15,Demario Davis,109,55,46,6.5,2022
1595,16,Kevin Byard,108,39,57,0.0,2022
1596,17,L'Jarius Sneed,108,33,65,3.5,2022
1597,18,Elandon Roberts,107,39,56,4.5,2022
1598,19,Mykal Walker,107,51,46,1.0,2022
1599,20,Quincy Williams,106,32,58,3.0,2022
1600,21,Grant Delpit,105,33,61,0.0,2022
1601,22,Jaquan Brisker,104,31,63,4.0,2022
1602,23,Jamin Davis,104,36,56,3.0,2022
