,concat_index,Player,Comb,Asst,Solo,Sck,season_year
2655,1,C.J. Brewer,2,0,2,0.0,2022
2656,2,Duane Brown,2,0,2,0.0,2022
2657,3,Dyami Brown,2,1,1,0.0,2022
2658,4,A.J. Brown,2,0,2,0.0,2022
2659,5,Pharaoh Brown,2,0,2,0.0,2022
2660,6,Brandin Bryant,2,1,1,0.0,2022
2661,7,Rex Burkhead,2,0,2,0.0,2022
2662,8,Jason Cabinda,2,0,2,0.0,2022
2663,9,A.J. Cann,2,0,2,0.0,2022
2664,10,Trenton Cannon,2,2,0,0.0,2022
2665,11,Ty Chandler,2,2,0,0.0,2022
2666,12,Anthony Chesley,2,1,1,0.0,2022
2667,13,Dan Chisena,2,0,2,0.0,2022
2668,14,Ezra Cleveland,2,1,1,0.0,2022
2669,15,Randall Cobb,2,0,2,0.0,2022
2670,16,Jamie Collins,2,0,2,0.0,2022
2671,17,Dalvin Cook,2,0,2,0.0,2022
2672,18,Amari Cooper,2,0,2,0.0,2022
2673,19,Gabe Davis,2,0,2,0.0,2022
2674,20,Jalen Davis,2,2,0,0.0,2022
2675,21,Malik Davis,2,0,2,0.0,2022
2676,22,Myles Dorn,2,1,1,0.0,2022
2677,23,Jahan Dotson,2,0,2,0.0,2022
2678,24,Isaiah Dunn,2,1,1,0.0,2022
2679,0,Ben Ellefson,2,0,2,0.0,2022
2680,1,Evan Engram,2,0,2,0.0,2022
2681,2,Darrynton Evans,2,1,1,0.0,2022
2682,3,Blake Ferguson,2,1,1,0.0,2022
2683,4,Cameron Fleming,2,0,2,0.0,2022
2684,5,Jerome Ford,2,1,1,0.0,2022
2685,6,Jody Fortson,2,1,1,0.0,2022
2686,7,Max Garcia,2,0,2,0.0,2022
2687,8,Allan George,2,0,1,0.0,2022
2688,9,Chris Godwin,2,1,1,0.0,2022
2689,10,Jared Goff,2,0,2,0.0,2022
2690,11,Robbie Gould,2,0,1,0.0,2022
2691,12,Matt Haack,2,0,2,0.0,2022
2692,13,Josh Harris,2,2,0,0.0,2022
2693,14,Jacob Harris,2,0,2,0.0,2022
2694,15,Najee Harris,2,0,1,0.0,2022
2695,16,Rob Havenstein,2,1,1,0.0,2022
2696,17,Thomas Hennessy,2,1,1,0.0,2022
2697,18,Hunter Henry,2,0,2,0.0,2022
2698,19,Parker Hesse,2,0,2,0.0,2022
2699,20,Tyler Higbee,2,0,2,0.0,2022
2700,21,Nyheim Hines,2,0,2,0.0,2022
2701,22,DeAndre Hopkins,2,0,1,0.0,2022
2702,23,Phil Hoskins,2,1,1,0.0,2022
2703,24,Charley Hughlett,2,2,0,0.0,2022
2704,0,Jalen Hurts,2,0,2,0.0,2022
2705,1,Joel Iyiegbuniwe,2,1,1,0.0,2022
2706,2,J.J. Jansen,2,1,1,0.0,2022
2707,3,Justin Jefferson,2,0,2,0.0,2022
2708,4,Teven Jenkins,2,1,1,0.0,2022
2709,5,Jauan Jennings,2,1,1,0.0,2022
2710,6,Diontae Johnson,2,0,2,0.0,2022
2711,7,Ty Johnson,2,0,1,0.0,2022
2712,8,Juwan Johnson,2,1,1,0.0,2022
2713,9,Christian Jones,2,1,1,0.0,2022
2714,10,Travis Kelce,2,0,2,0.0,2022
2715,11,Tom Kennedy,2,0,2,0.0,2022
2716,12,Jake Kumerow,2,0,2,0.0,2022
2717,13,Cooper Kupp,2,0,2,0.0,2022
2718,14,William Kwenkeu,2,0,2,0.0,2022
2719,15,CeeDee Lamb,2,0,2,0.0,2022
2720,16,Trevor Lawrence,2,0,2,0.0,2022
2721,17,Raheem Layne,2,0,2,0.0,2022
2722,18,Allen Lazard,2,0,2,0.0,2022
2723,19,Damien Lewis,2,0,2,0.0,2022
2724,20,Chris Lindstrom,2,1,1,0.0,2022
2725,21,Tyler Lockett,2,0,2,0.0,2022
2726,22,Abraham Lucas,2,1,1,0.0,2022
2727,23,Patrick Mahomes,2,1,1,0.0,2022
2728,24,Erik McCoy,2,1,1,0.0,2022
2729,0,Lance McCutcheon,2,0,2,0.0,2022
2730,1,Connor McGovern,2,0,2,0.0,2022
2731,2,Jerick McKinnon,2,0,1,0.0,2022
2732,3,Racey McMath,2,1,1,0.0,2022
2733,4,Davis Mills,2,0,2,0.0,2022
2734,5,David Moa,2,0,2,0.0,2022
2735,6,Darnell Mooney,2,0,2,0.0,2022
2736,7,Skyy Moore,2,1,1,0.0,2022
2737,8,Josh Oliver,2,1,1,0.0,2022
2738,9,Qadree Ollison,2,0,1,0.0,2022
2739,10,Gunner Olszewski,2,1,1,0.0,2022
2740,11,Roderick Perry II,2,1,0,0.0,2022
2741,12,Dante Pettis,2,0,2,0.0,2022
2742,13,Darius Phillips,2,1,1,0.0,2022
2743,14,Kenny Pickett,2,0,2,0.0,2022
2744,15,Teagan Quitoriano,2,0,2,0.0,2022
2745,16,Will Redmond,2,0,2,0.0,2022
2746,17,Sam Roberts,2,1,1,0.0,2022
2747,18,Quincy Roche,2,2,0,0.0,2022
2748,19,Josh Ross,2,1,1,0.0,2022
2749,20,Curtis Samuel,2,0,2,0.0,2022
2750,21,Anthony Schwartz,2,1,1,0.0,2022
2751,22,Boston Scott,2,0,1,0.0,2022
2752,23,Brandon Shell,2,0,2,0.0,2022
2753,24,Trent Sieg,2,0,2,0.0,2022
2754,0,Arryn Siposs,2,0,2,0.0,2022
2755,1,Joey Slye,2,2,0,0.0,2022
2756,2,Tre'Quan Smith,2,0,2,0.0,2022
2757,3,Equanimeous St. Brown,2,0,2,0.0,2022
2758,4,Jarrett Stidham,2,0,2,0.0,2022
2759,5,Jack Stoll,2,0,1,0.0,2022
2760,6,Ryan Stonehouse,2,0,2,0.0,2022
2761,7,Ryan Tannehill,2,0,2,0.0,2022
2762,8,Patrick Taylor,2,1,1,0.0,2022
2763,9,Bryce Thompson,2,2,0,0.0,2022
2764,10,Tyquan Thornton,2,0,2,0.0,2022
2765,11,Robert Tonyan,2,0,2,0.0,2022
2766,12,Justin Tucker,2,1,1,0.0,2022
2767,13,DJ Turner,2,1,1,0.0,2022
2768,14,Malik Turner,2,2,0,0.0,2022
2769,15,C.J. Uzomah,2,0,2,0.0,2022
2770,16,Marquez Valdes-Scantling,2,0,2,0.0,2022
2771,17,Shaun Wade,2,0,2,0.0,2022
2772,18,Ar'Darius Washington,2,0,2,0.0,2022
2773,19,Charles Washington,2,0,2,0.0,2022
2774,20,Raleigh Webb,2,2,0,0.0,2022
2775,21,Brandon Williams,2,1,0,0.5,2022
2776,22,Chris Williams,2,1,0,0.0,2022
2777,23,Kyren Williams,2,0,2,0.0,2022
2778,24,Jeff Wilson,2,0,2,0.0,2022
2779,0,Antwaun Woods,2,0,2,0.0,2022
2780,1,Isaac Yiadom,2,1,0,0.0,2022
2781,2,Cade York,2,1,1,0.0,2022
2782,3,Jabari Zuniga,2,0,2,0.0,2022
2783,4,Micah Abernathy,1,1,0,0.0,2022
2784,5,Nelson Agholor,1,0,1,0.0,2022
2785,6,Jamal Agnew,1,0,1,0.0,2022
2786,7,Ramiz Ahmed,1,1,0,0.0,2022
2787,8,Mackensie Alexander,1,0,1,0.0,2022
2788,9,Keenan Allen,1,0,1,0.0,2022
2789,10,Matt Ammendola,1,0,0,0.0,2022
2790,11,Calvin Anderson,1,0,1,0.0,2022
2791,12,Ryan Anderson,1,0,1,0.0,2022
2792,13,Troy Apke,1,1,0,0.0,2022
2793,14,Michael Bandy,1,0,1,0.0,2022
2794,15,Eric Banks,1,1,0,0.0,2022
2795,16,Alex Bars,1,0,1,0.0,2022
2796,17,Rashod Bateman,1,1,0,0.0,2022
2797,18,Andrew Beck,1,0,1,0.0,2022
2798,19,Markquese Bell,1,0,1,0.0,2022
2799,20,Eno Benjamin,1,0,1,0.0,2022
2800,21,Braxton Berrios,1,1,0,0.0,2022
2801,22,Stanley Berryhill,1,0,1,0.0,2022
2802,23,Raheem Blackshear,1,0,1,0.0,2022
2803,24,Marquise Blair,1,1,0,0.0,2022
2804,0,Joshuah Bledsoe,1,1,0,0.0,2022
2805,1,Tashawn Bower,1,1,0,0.0,2022
2806,2,Nick Boyle,1,1,0,0.0,2022
2807,3,Garrett Bradbury,1,0,1,0.0,2022
2808,4,Tom Brady,1,0,1,0.0,2022
2809,5,Cameron Brate,1,0,1,0.0,2022
2810,6,Aaron Brewer,1,0,1,0.0,2022
2811,7,Jacoby Brissett,1,1,0,0.0,2022
2812,8,Andrew Brown,1,0,1,0.0,2022
2813,9,Malcolm Brown,1,1,0,0.0,2022
2814,10,Mike Brown,1,0,1,0.0,2022
2815,11,Daniel Brunskill,1,0,1,0.0,2022
2816,12,Spencer Burford,1,0,1,0.0,2022
2817,13,Damiere Byrd,1,0,1,0.0,2022
2818,14,Parris Campbell,1,0,1,0.0,2022
2819,15,Joe Cardona,1,0,1,0.0,2022
2820,16,Michael Carter,1,0,1,0.0,2022
2821,17,T.J. Carter,1,1,0,0.0,2022
2822,18,DJ Chark,1,0,1,0.0,2022
2823,19,Camaron Cheeseman,1,1,0,0.0,2022
2824,20,Cole Christiansen,1,0,1,0.0,2022
2825,21,Kameron Cline,1,0,1,0.0,2022
2826,22,Jack Coco,1,1,0,0.0,2022
2827,23,Tevin Coleman,1,0,1,0.0,2022
2828,24,La'el Collins,1,0,1,0.0,2022
2829,0,Nico Collins,1,0,1,0.0,2022
2830,1,Jack Conklin,1,0,1,0.0,2022
2831,2,Ryan Connelly,1,0,1,0.0,2022
2832,3,James Conner,1,0,1,0.0,2022
2833,4,Snoop Conner,1,0,1,0.0,2022
2834,5,James Cook,1,0,1,0.0,2022
2835,6,Kirk Cousins,1,1,0,0.0,2022
2836,7,Morgan Cox,1,0,0,0.0,2022
2837,8,Jamison Crowder,1,0,1,0.0,2022
2838,9,Dane Cruikshank,1,1,0,0.0,2022
2839,10,Dennis Daley,1,0,1,0.0,2022
2840,11,Drew Dalman,1,0,1,0.0,2022
2841,12,Andy Dalton,1,1,0,0.0,2022
2842,13,Carlos Davis,1,0,1,1.0,2022
2843,14,Corey Davis,1,0,1,0.0,2022
2844,15,Tyeler Davison,1,0,0,0.0,2022
2845,16,Dion Dawkins,1,0,1,0.0,2022
2846,17,Josiah Deguara,1,0,1,0.0,2022
2847,18,Landon Dickerson,1,0,1,0.0,2022
2848,19,AJ Dillon,1,0,1,0.0,2022
2849,20,De'Shaan Dixon,1,1,0,0.0,2022
2850,21,Greg Dortch,1,0,1,0.0,2022
2851,22,Rico Dowdle,1,0,1,0.0,2022
2852,23,Laurent Duvernay-Tardif,1,0,1,0.0,2022
2853,24,Ross Dwelley,1,1,0,0.0,2022
2854,0,Chase Edmonds,1,0,1,0.0,2022
2855,1,Ikem Ekwonu,1,1,0,0.0,2022
2856,2,Ezekiel Elliott,1,0,1,0.0,2022
2857,3,D'Wayne Eskridge,1,0,1,0.0,2022
2858,4,Chris Evans,1,1,0,0.0,2022
2859,5,Gerald Everett,1,0,1,0.0,2022
2860,6,George Fant,1,0,1,0.0,2022
2861,7,Matt Farniok,1,0,1,0.0,2022
2862,8,Luke Farrell,1,0,1,0.0,2022
2863,9,Demetric Felton,1,0,1,0.0,2022
2864,10,Jake Ferguson,1,0,1,0.0,2022
2865,11,Reid Ferguson,1,0,0,0.0,2022
2866,12,Joe Flacco,1,0,1,0.0,2022
2867,13,Leonard Fournette,1,0,1,0.0,2022
2868,14,Jack Fox,1,1,0,0.0,2022
2869,15,Jacobi Francis,1,0,1,0.0,2022
2870,16,Feleipe Franks,1,0,1,0.0,2022
2871,17,Pat Freiermuth,1,0,1,0.0,2022
2872,18,Will Fries,1,0,1,0.0,2022
2873,19,Jake Funk,1,1,0,0.0,2022
2874,20,Russell Gage,1,0,1,0.0,2022
2875,21,Michael Gallup,1,0,1,0.0,2022
2876,22,Graham Gano,1,0,1,0.0,2022
2877,23,Elijah Garcia,1,0,1,0.0,2022
2878,24,DeMarquis Gates,1,1,0,0.0,2022
2879,0,Matt Gay,1,1,0,0.0,2022
2880,1,Joe Giles-Harris,1,0,1,0.0,2022
2881,2,Jamie Gillan,1,0,1,0.0,2022
2882,3,Luke Goedeke,1,0,1,0.0,2022
2883,4,Dallas Goedert,1,0,1,0.0,2022
2884,5,Danny Gray,1,1,0,0.0,2022
2885,6,Noah Gray,1,0,1,0.0,2022
2886,7,Kenyon Green,1,1,0,0.0,2022
2887,8,Jeffrey Gunter,1,1,0,0.0,2022
2888,9,Nate Hairston,1,1,0,0.0,2022
2889,10,Breece Hall,1,0,1,0.0,2022
2890,11,Kemon Hall,1,0,1,0.0,2022
2891,12,La'Darius Hamilton,1,1,0,0.0,2022
2892,13,Penny Hart,1,1,0,0.0,2022
2893,14,JaMycal Hasty,1,1,0,0.0,2022
2894,15,Taylor Heinicke,1,0,1,0.0,2022
2895,16,Darrell Henderson,1,0,1,0.0,2022
2896,17,Justin Herbert,1,0,1,0.0,2022
2897,18,Austin Hooper,1,0,1,0.0,2022
2898,19,Brycen Hopkins,1,0,1,0.0,2022
2899,20,Dustin Hopkins,1,1,0,0.0,2022
2900,21,Zander Horvath,1,0,1,0.0,2022
2901,22,Travin Howard,1,0,1,0.0,2022
2902,23,Hayden Hurst,1,0,1,0.0,2022
2903,24,James Hurst,1,0,1,0.0,2022
2904,0,Ed Ingram,1,0,1,0.0,2022
2905,1,Keaontay Ingram,1,0,1,0.0,2022
2906,2,Andy Isabella,1,0,1,0.0,2022
2907,3,Chris Jackson,1,0,1,0.0,2022
2908,4,Deon Jackson,1,0,1,0.0,2022
2909,5,DeSean Jackson,1,0,1,0.0,2022
2910,6,Lamar Jackson,1,0,1,0.0,2022
2911,7,Richie James,1,0,1,0.0,2022
2912,8,Donovan Jeter,1,0,1,0.0,2022
2913,9,Jerry Jeudy,1,0,1,0.0,2022
2914,10,Josh Jobe,1,1,0,0.0,2022
2915,11,Braxton Jones,1,0,1,0.0,2022
2916,12,Marvin Jones,1,0,1,0.0,2022
2917,13,Julio Jones,1,0,1,0.0,2022
2918,14,Tony Jones,1,0,1,0.0,2022
2919,15,Velus Jones Jr.,1,1,0,0.0,2022
2920,16,Brevin Jordan,1,0,1,0.0,2022
2921,17,Greg Joseph,1,0,1,0.0,2022
2922,18,Kyle Juszczyk,1,0,1,0.0,2022
2923,19,Khalid Kareem,1,1,0,0.0,2022
2924,20,Ted Karras,1,0,1,0.0,2022
2925,21,Christian Kirk,1,0,1,0.0,2022
2926,22,Cole Kmet,1,0,1,0.0,2022
2927,23,Jonathan Kongbo,1,0,1,0.0,2022
2928,24,Casey Kreiter,1,1,0,0.0,2022
2929,0,Tyler Kroft,1,1,0,0.0,2022
2930,1,Christian Kuntz,1,0,1,0.0,2022
2931,2,Josh Lambo,1,0,1,0.0,2022
2932,3,Trey Lance,1,0,1,0.0,2022
2933,4,Nate Landman,1,1,0,0.0,2022
2934,5,Jarvis Landry,1,0,1,0.0,2022
2935,6,Nick Leverett,1,0,1,0.0,2022
2936,7,Corey Levin,1,0,1,0.0,2022
2937,8,Isaiah Likely,1,0,1,0.0,2022
2938,9,Corey Linsley,1,0,1,0.0,2022
2939,10,Greg Little,1,0,1,0.0,2022
2940,11,Hunter Long,1,0,1,0.0,2022
2941,12,Cornelius Lucas,1,1,0,0.0,2022
2942,13,Jordan Mailata,1,0,1,0.0,2022
2943,14,Marcus Mariota,1,0,0,0.0,2022
2944,15,Terrace Marshall Jr.,1,0,1,0.0,2022
2945,16,Baker Mayfield,1,0,1,0.0,2022
2946,17,Kaleb McGary,1,1,0,0.0,2022
2947,18,Connor McGovern,1,0,1,0.0,2022
2948,19,Cameron McGrone,1,0,1,0.0,2022
2949,20,Isaiah McKenzie,1,0,1,0.0,2022
2950,21,Sean McKeon,1,1,0,0.0,2022
2951,22,Takk McKinley,1,1,0,0.0,2022
2952,23,J.D. McKissic,1,0,1,0.0,2022
2953,24,Tre' McKitty,1,0,1,0.0,2022
2954,0,Evan McPherson,1,0,1,0.0,2022
2955,1,Steven Means,1,0,1,0.0,2022
2956,2,Quinn Meinerz,1,0,1,0.0,2022
2957,3,DK Metcalf,1,0,1,0.0,2022
2958,4,Jakobi Meyers,1,0,1,0.0,2022
2959,5,Herb Miller,1,0,1,0.0,2022
2960,6,Scott Miller,1,0,1,0.0,2022
2961,7,Gardner Minshew,1,0,1,0.0,2022
2962,8,Joe Mixon,1,0,1,0.0,2022
2963,9,Chris Moore,1,0,1,0.0,2022
2964,10,D.J. Moore,1,0,1,0.0,2022
2965,11,Elijah Moore,1,0,1,0.0,2022
2966,12,Mitch Morse,1,1,0,0.0,2022
2967,13,Arron Mosby,1,0,1,0.0,2022
2968,14,Zack Moss,1,1,0,0.0,2022
2969,15,Raheem Mostert,1,0,1,0.0,2022
2970,16,Evan Neal,1,0,1,0.0,2022
2971,17,Quenton Nelson,1,1,0,0.0,2022
2972,18,Royce Newman,1,0,1,0.0,2022
2973,19,Andrew Norwell,1,0,1,0.0,2022
2974,20,David Ojabo,1,0,1,1.0,2022
2975,21,Chukwuma Okorafor,1,1,0,0.0,2022
2976,22,Segun Olubi,1,1,0,0.0,2022
2977,23,Josh Palmer,1,0,1,0.0,2022
2978,24,Dylan Parham,1,0,1,0.0,2022
2979,0,DeVante Parker,1,0,1,0.0,2022
2980,1,Cordarrelle Patterson,1,0,1,0.0,2022
2981,2,Donovan Peoples-Jones,1,1,0,0.0,2022
2982,3,Bryce Perkins,1,1,0,0.0,2022
2983,4,Nicholas Petit-Frere,1,0,1,0.0,2022
2984,5,George Pickens,1,0,1,0.0,2022
2985,6,Dameon Pierce,1,0,1,0.0,2022
2986,7,Eddy Pineiro,1,1,0,0.0,2022
2987,8,Jared Pinkney,1,0,1,0.0,2022
2988,9,Danny Pinter,1,0,1,0.0,2022
2989,10,Tony Pollard,1,0,1,0.0,2022
2990,11,Ben Powers,1,1,0,0.0,2022
2991,12,Billy Price,1,0,1,0.0,2022
2992,13,Byron Pringle,1,0,1,0.0,2022
2993,14,David Quessenberry,1,0,1,0.0,2022
2994,15,Jalen Reagor,1,0,1,0.0,2022
2995,16,Riley Reiff,1,0,1,0.0,2022
2996,17,Josh Reynolds,1,0,1,0.0,2022
2997,18,Forrest Rhyne,1,0,1,0.0,2022
2998,19,Patrick Ricard,1,0,1,0.0,2022
2999,20,Christian Ringo,1,1,0,0.0,2022
3000,21,Brian Robinson,1,0,1,0.0,2022
3001,22,Cesar Ruiz,1,0,1,0.0,2022
3002,23,Matt Ryan,1,0,1,0.0,2022
3003,24,Deebo Samuel,1,0,1,0.0,2022
3004,0,Jason Sanders,1,0,1,0.0,2022
3005,1,Michael Schofield,1,0,1,0.0,2022
3006,2,Dalton Schultz,1,0,1,0.0,2022
3007,3,Penei Sewell,1,0,1,0.0,2022
3008,4,Khalil Shakir,1,0,1,0.0,2022
3009,5,Tyler Shatley,1,0,1,0.0,2022
3010,6,Coleman Shelton,1,1,0,0.0,2022
3011,7,Dan Skipper,1,0,1,0.0,2022
3012,8,Ben Skowronek,1,0,1,0.0,2022
3013,9,Matt Skura,1,1,0,0.0,2022
3014,10,Darius Slayton,1,0,1,0.0,2022
3015,11,Stone Smartt,1,0,1,0.0,2022
3016,12,Irv Smith,1,0,1,0.0,2022
3017,13,Saivion Smith,1,1,0,0.0,2022
3018,14,Geno Smith,1,0,1,0.0,2022
3019,15,Trey Smith,1,0,1,0.0,2022
3020,16,Tyler Smith,1,0,1,0.0,2022
3021,17,Matthew Stafford,1,0,1,0.0,2022
3022,18,Ronnie Stanley,1,0,1,0.0,2022
3023,19,Terence Steele,1,0,1,0.0,2022
3024,20,Cole Strange,1,0,1,0.0,2022
3025,21,Chazz Surratt,1,0,1,0.0,2022
3026,22,Jawaan Taylor,1,0,1,0.0,2022
3027,23,Wyatt Teller,1,0,1,0.0,2022
3028,24,Adam Thielen,1,0,1,0.0,2022
3029,0,Ian Thomas,1,1,0,0.0,2022
3030,1,Logan Thomas,1,0,1,0.0,2022
3031,2,Mike Thomas,1,0,1,0.0,2022
3032,3,Deionte Thompson,1,1,0,0.0,2022
3033,4,Calvin Throckmorton,1,0,1,0.0,2022
3034,5,Carson Tinker,1,0,1,0.0,2022
3035,6,Zach Tom,1,0,1,0.0,2022
3036,7,Zach Triner,1,1,0,0.0,2022
3037,8,Laremy Tunsil,1,1,0,0.0,2022
3038,9,Kemoko Turay,1,0,1,0.0,2022
3039,10,Cole Turner,1,1,0,0.0,2022
3040,11,Nolan Turner,1,0,1,0.0,2022
3041,12,KaVontae Turpin,1,0,1,0.0,2022
3042,13,Ke'Shawn Vaughn,1,1,0,0.0,2022
3043,14,Ben Victor,1,0,1,0.0,2022
3044,15,Jaylen Waddle,1,0,1,0.0,2022
3045,16,Kenneth Walker III,1,0,1,0.0,2022
3046,17,Tylan Wallace,1,0,1,0.0,2022
3047,18,Dwayne Washington,1,1,0,0.0,2022
3048,19,Sammy Watkins,1,0,1,0.0,2022
3049,20,Deshaun Watson,1,0,1,0.0,2022
3050,21,Justin Watson,1,0,1,0.0,2022
3051,22,Carson Wentz,1,0,1,0.0,2022
3052,23,Trevon Wesco,1,0,1,0.0,2022
3053,24,Nick Westbrook-Ikhine,1,0,1,0.0,2022
3054,0,Malik Willis,1,0,1,0.0,2022
3055,1,Jedrick Wills,1,0,1,0.0,2022
3056,2,Garrett Wilson,1,0,1,0.0,2022
3057,3,Zach Wilson,1,0,1,0.0,2022
3058,4,James Winchester,1,0,1,0.0,2022
3059,5,Daniel Wise,1,1,0,0.0,2022
3060,6,Mitch Wishnowsky,1,0,1,0.0,2022
3061,7,Jelani Woods,1,0,1,0.0,2022
3062,8,Mike Woods,1,0,0,0.0,2022
3063,9,Chandler Wooten,1,1,0,0.0,2022
3064,10,Isaiah Wynn,1,0,1,0.0,2022
3065,11,Kenny Young,1,1,0,0.0,2022
3066,12,Olamide Zaccheaus,1,0,0,0.0,2022
3067,13,Kevin Zeitler,1,0,1,0.0,2022
3068,14,Justin Zimmer,1,1,0,0.0,2022
3069,15,Greg Zuerlein,1,0,1,0.0,2022
3070,16,Jeremiah Ledbetter,0,0,0,0.0,2022
